start_station_name,end_station_name,date,avgTemp,bike_rides_daily,season,value
1 Ave & E 110 St,E 84 St & 1 Ave,2022-06-10,21.8,122508.0,summer,3
1 Ave & E 110 St,E 85 St & 3 Ave,2022-11-12,19.7,113802.0,fall,4
1 Ave & E 110 St,E 85 St & 3 Ave,2022-11-22,6.6,74006.0,fall,3
1 Ave & E 110 St,E 88 St & 1 Ave,2022-12-18,3.1,48245.0,winter,9
1 Ave & E 110 St,E 91 St & 2 Ave,2022-09-10,23.6,134650.0,summer,3
1 Ave & E 110 St,E 92 St & Park Ave,2022-05-18,17.8,117596.0,spring,3
1 Ave & E 110 St,E 93 St & 2 Ave,2022-04-16,15.7,82188.0,winter,4
1 Ave & E 110 St,E 93 St & 2 Ave,2022-05-22,27.8,103604.0,spring,3
1 Ave & E 110 St,E 93 St & 2 Ave,2022-07-04,25.6,94692.0,summer,3
1 Ave & E 110 St,E 93 St & 2 Ave,2022-08-05,29.3,114401.0,summer,3
1 Ave & E 110 St,E 93 St & 2 Ave,2022-10-07,20.3,123619.0,fall,3
1 Ave & E 110 St,Frederick Douglass Blvd & W 112 St,2022-10-10,15.8,96125.0,fall,3
1 Ave & E 110 St,Frederick Douglass Blvd & W 112 St,2022-10-29,10.8,105008.0,fall,5
1 Ave & E 110 St,Frederick Douglass Blvd & W 117 St,2022-04-11,8.8,75355.0,winter,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-02-09,2.8,56007.0,winter,4
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-02-28,0.8,45636.0,winter,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-06-12,20.5,90287.0,summer,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-06-21,22.1,99400.0,summer,5
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-07-07,24.2,114752.0,summer,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-07-16,24.3,111650.0,summer,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-08-23,25.9,118449.0,summer,4
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-09-09,21.9,133707.0,summer,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-09-18,23.4,116749.0,summer,4
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-09-26,19.4,105459.0,summer,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-10-06,17.6,123901.0,fall,5
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-11-17,5.7,78388.0,fall,3
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-11-28,12.2,73068.0,fall,5
1 Ave & E 110 St,Lenox Ave & W 111 St,2022-12-23,7.5,26043.0,winter,4
1 Ave & E 110 St,Lenox Ave & W 126 St,2022-07-14,26.6,120450.0,summer,3
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-01-22,-5.9,31969.0,winter,3
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-02-14,-4.3,34198.0,winter,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-04-12,13.4,93575.0,winter,5
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-05-05,17.2,110355.0,spring,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-05-16,20.4,79295.0,spring,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-05-23,21.0,101563.0,spring,3
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-07-06,26.0,112874.0,summer,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-08-08,30.3,104188.0,summer,5
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-08-14,24.0,111858.0,summer,6
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-09-01,25.9,121537.0,summer,6
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-09-02,21.7,116500.0,summer,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-09-22,21.8,102216.0,summer,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-10-01,14.8,59778.0,fall,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-10-07,20.3,123619.0,fall,8
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-10-11,17.0,112059.0,fall,5
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-10-24,14.1,66311.0,fall,3
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-11-17,5.7,78388.0,fall,7
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-11-23,9.4,73869.0,fall,4
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-12-14,1.7,67388.0,winter,6
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-12-28,3.4,44027.0,winter,3
1 Ave & E 110 St,Lexington Ave & E 111 St,2022-12-29,6.4,51674.0,winter,5
1 Ave & E 110 St,Park Ave & E 124 St,2022-05-01,13.6,94657.0,spring,3
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-01-03,1.4,33189.0,winter,3
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-01-12,-1.9,40568.0,winter,4
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-02-14,-4.3,34198.0,winter,5
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-05-26,16.4,111106.0,spring,5
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-05-31,28.3,100360.0,spring,3
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-06-02,20.3,98712.0,summer,8
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-06-08,23.7,123906.0,summer,3
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-06-13,24.2,111525.0,summer,3
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-06-14,23.9,123640.0,summer,3
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-06-21,22.1,99400.0,summer,3
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-09-11,23.2,67771.0,summer,4
1 Ave & E 110 St,Pleasant Ave & E 116 St,2022-11-27,10.7,34622.0,fall,3
1 Ave & E 110 St,W 111 St & 5 Ave,2022-10-07,20.3,123619.0,fall,3
1 Ave & E 110 St,Wards Meadow Comfort Station,2022-05-22,27.8,103604.0,spring,3
1 Ave & E 110 St,Wards Meadow Comfort Station,2022-08-12,25.6,122804.0,summer,4
1 Ave & E 110 St,Wards Meadow Comfort Station,2022-10-06,17.6,123901.0,fall,3
1 Ave & E 16 St,1 Ave & E 16 St,2022-03-05,3.1,51358.0,winter,6
1 Ave & E 16 St,1 Ave & E 16 St,2022-03-29,-1.2,48426.0,winter,4
1 Ave & E 16 St,1 Ave & E 16 St,2022-04-10,8.6,57144.0,winter,3
1 Ave & E 16 St,1 Ave & E 16 St,2022-06-01,17.8,88070.0,summer,4
1 Ave & E 16 St,1 Ave & E 16 St,2022-06-13,24.2,111525.0,summer,4
1 Ave & E 16 St,1 Ave & E 16 St,2022-06-18,21.7,108577.0,summer,5
1 Ave & E 16 St,1 Ave & E 16 St,2022-06-25,25.8,118493.0,summer,4
1 Ave & E 16 St,1 Ave & E 16 St,2022-07-29,28.2,114611.0,summer,8
1 Ave & E 16 St,1 Ave & E 16 St,2022-08-13,23.1,132252.0,summer,5
1 Ave & E 16 St,1 Ave & E 16 St,2022-10-15,16.2,118062.0,fall,3
1 Ave & E 16 St,1 Ave & E 16 St,2022-10-29,10.8,105008.0,fall,3
1 Ave & E 16 St,1 Ave & E 16 St,2022-11-02,17.6,117444.0,fall,5
1 Ave & E 16 St,1 Ave & E 16 St,2022-11-05,19.4,122101.0,fall,5
1 Ave & E 16 St,1 Ave & E 16 St,2022-11-26,9.3,59617.0,fall,4
1 Ave & E 16 St,1 Ave & E 16 St,2022-12-13,0.3,65507.0,winter,6
1 Ave & E 16 St,1 Ave & E 18 St,2022-01-28,0.1,34871.0,winter,5
1 Ave & E 16 St,1 Ave & E 18 St,2022-03-10,4.0,66071.0,winter,4
1 Ave & E 16 St,1 Ave & E 18 St,2022-03-13,-2.3,30833.0,winter,7
1 Ave & E 16 St,1 Ave & E 18 St,2022-03-28,-1.5,38135.0,winter,3
1 Ave & E 16 St,1 Ave & E 18 St,2022-04-12,13.4,93575.0,winter,6
1 Ave & E 16 St,1 Ave & E 18 St,2022-04-23,13.3,94585.0,winter,8
1 Ave & E 16 St,1 Ave & E 18 St,2022-04-25,10.4,72682.0,winter,5
1 Ave & E 16 St,1 Ave & E 18 St,2022-04-29,10.4,87089.0,winter,6
1 Ave & E 16 St,1 Ave & E 18 St,2022-05-04,12.0,79594.0,spring,6
1 Ave & E 16 St,1 Ave & E 18 St,2022-06-05,20.0,115902.0,summer,8
1 Ave & E 16 St,1 Ave & E 18 St,2022-06-08,23.7,123906.0,summer,6
1 Ave & E 16 St,1 Ave & E 18 St,2022-06-11,21.8,115603.0,summer,9
1 Ave & E 16 St,1 Ave & E 18 St,2022-06-15,23.3,127915.0,summer,6
1 Ave & E 16 St,1 Ave & E 18 St,2022-07-03,26.9,89364.0,summer,8
1 Ave & E 16 St,1 Ave & E 18 St,2022-07-08,23.5,98312.0,summer,5
1 Ave & E 16 St,1 Ave & E 18 St,2022-07-29,28.2,114611.0,summer,4
1 Ave & E 16 St,1 Ave & E 18 St,2022-08-17,23.6,120504.0,summer,10
1 Ave & E 16 St,1 Ave & E 18 St,2022-08-19,26.3,120752.0,summer,7
1 Ave & E 16 St,1 Ave & E 18 St,2022-09-07,20.8,112912.0,summer,6
1 Ave & E 16 St,1 Ave & E 18 St,2022-10-20,11.1,104413.0,fall,4
1 Ave & E 16 St,1 Ave & E 18 St,2022-11-29,5.4,75411.0,fall,6
1 Ave & E 16 St,1 Ave & E 30 St,2022-01-03,1.4,33189.0,winter,7
1 Ave & E 16 St,1 Ave & E 30 St,2022-01-22,-5.9,31969.0,winter,5
1 Ave & E 16 St,1 Ave & E 30 St,2022-01-25,3.6,50692.0,winter,5
1 Ave & E 16 St,1 Ave & E 30 St,2022-01-26,-2.3,42005.0,winter,7
1 Ave & E 16 St,1 Ave & E 30 St,2022-03-06,9.6,54531.0,winter,4
1 Ave & E 16 St,1 Ave & E 30 St,2022-03-28,-1.5,38135.0,winter,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-04-06,8.6,48443.0,winter,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-04-21,10.6,77520.0,winter,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-04-28,8.2,78531.0,winter,8
1 Ave & E 16 St,1 Ave & E 30 St,2022-05-02,12.1,54536.0,spring,10
1 Ave & E 16 St,1 Ave & E 30 St,2022-05-08,10.4,62745.0,spring,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-05-09,13.5,93995.0,spring,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-05-11,16.1,107079.0,spring,10
1 Ave & E 16 St,1 Ave & E 30 St,2022-05-27,20.2,89185.0,spring,4
1 Ave & E 16 St,1 Ave & E 30 St,2022-06-09,24.4,115009.0,summer,8
1 Ave & E 16 St,1 Ave & E 30 St,2022-06-11,21.8,115603.0,summer,7
1 Ave & E 16 St,1 Ave & E 30 St,2022-06-28,22.4,121346.0,summer,4
1 Ave & E 16 St,1 Ave & E 30 St,2022-07-13,28.9,120853.0,summer,6
1 Ave & E 16 St,1 Ave & E 30 St,2022-07-28,26.7,117505.0,summer,5
1 Ave & E 16 St,1 Ave & E 30 St,2022-08-02,26.4,120945.0,summer,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-08-03,27.6,124946.0,summer,7
1 Ave & E 16 St,1 Ave & E 30 St,2022-08-27,27.8,117835.0,summer,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-08-30,26.8,113460.0,summer,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-10-03,11.5,49566.0,fall,6
1 Ave & E 16 St,1 Ave & E 30 St,2022-11-07,21.3,107226.0,fall,6
1 Ave & E 16 St,1 Ave & E 30 St,2022-11-13,12.9,69264.0,fall,3
1 Ave & E 16 St,1 Ave & E 30 St,2022-12-09,5.3,76825.0,winter,3
1 Ave & E 16 St,1 Ave & E 39 St,2022-02-25,0.8,30412.0,winter,3
1 Ave & E 16 St,1 Ave & E 39 St,2022-03-18,13.9,92837.0,winter,5
1 Ave & E 16 St,1 Ave & E 39 St,2022-05-12,17.1,110862.0,spring,3
1 Ave & E 16 St,1 Ave & E 39 St,2022-05-20,15.4,85189.0,spring,4
1 Ave & E 16 St,1 Ave & E 39 St,2022-05-22,27.8,103604.0,spring,4
1 Ave & E 16 St,1 Ave & E 39 St,2022-06-11,21.8,115603.0,summer,9
1 Ave & E 16 St,1 Ave & E 39 St,2022-06-26,27.0,106089.0,summer,6
1 Ave & E 16 St,1 Ave & E 39 St,2022-07-15,26.1,119355.0,summer,4
1 Ave & E 16 St,1 Ave & E 39 St,2022-10-08,13.9,100747.0,fall,3
1 Ave & E 16 St,1 Ave & E 39 St,2022-11-21,1.1,59696.0,fall,3
1 Ave & E 16 St,1 Ave & E 39 St,2022-12-01,5.7,73173.0,winter,3
1 Ave & E 16 St,1 Ave & E 44 St,2022-05-20,15.4,85189.0,spring,4
1 Ave & E 16 St,1 Ave & E 78 St,2022-07-10,23.4,115594.0,summer,3
1 Ave & E 16 St,10 Ave & W 28 St,2022-08-22,24.5,85908.0,summer,3
1 Ave & E 16 St,2 Ave & E 29 St,2022-03-26,10.4,62151.0,winter,3
1 Ave & E 16 St,2 Ave & E 29 St,2022-04-23,13.3,94585.0,winter,3
1 Ave & E 16 St,2 Ave & E 29 St,2022-05-08,10.4,62745.0,spring,3
1 Ave & E 16 St,2 Ave & E 29 St,2022-05-14,17.9,79812.0,spring,10
1 Ave & E 16 St,2 Ave & E 29 St,2022-06-18,21.7,108577.0,summer,4
1 Ave & E 16 St,2 Ave & E 29 St,2022-11-13,12.9,69264.0,fall,5
1 Ave & E 16 St,2 Ave & E 29 St,2022-12-05,5.4,73891.0,winter,3
1 Ave & E 16 St,2 Ave & E 31 St,2022-10-27,16.9,115653.0,fall,4
1 Ave & E 16 St,2 Ave & E 31 St,2022-11-09,8.7,95500.0,fall,7
1 Ave & E 16 St,2 Ave & E 31 St,2022-11-11,16.4,54871.0,fall,3
1 Ave & E 16 St,5 Ave & E 29 St,2022-05-25,16.2,114182.0,spring,3
1 Ave & E 16 St,8 Ave & W 16 St,2022-02-02,2.3,41947.0,winter,3
1 Ave & E 16 St,8 Ave & W 16 St,2022-04-28,8.2,78531.0,winter,4
1 Ave & E 16 St,8 Ave & W 16 St,2022-07-06,26.0,112874.0,summer,3
1 Ave & E 16 St,8 Ave & W 16 St,2022-07-07,24.2,114752.0,summer,3
1 Ave & E 16 St,8 Ave & W 16 St,2022-08-22,24.5,85908.0,summer,3
1 Ave & E 16 St,8 Ave & W 16 St,2022-08-23,25.9,118449.0,summer,4
1 Ave & E 16 St,8 Ave & W 16 St,2022-09-16,19.6,131682.0,summer,4
1 Ave & E 16 St,8 Ave & W 16 St,2022-10-24,14.1,66311.0,fall,3
1 Ave & E 16 St,8 Ave & W 31 St,2022-01-19,3.2,54011.0,winter,3
1 Ave & E 16 St,8 Ave & W 38 St,2022-05-25,16.2,114182.0,spring,4
1 Ave & E 16 St,8 Ave & W 38 St,2022-07-15,26.1,119355.0,summer,4
1 Ave & E 16 St,8 Ave & W 38 St,2022-11-17,5.7,78388.0,fall,3
1 Ave & E 16 St,Allen St & Stanton St,2022-10-07,20.3,123619.0,fall,3
1 Ave & E 16 St,Ave A & E 11 St,2022-04-22,14.6,97494.0,winter,5
1 Ave & E 16 St,Ave A & E 11 St,2022-05-12,17.1,110862.0,spring,3
1 Ave & E 16 St,Ave A & E 11 St,2022-08-23,25.9,118449.0,summer,3
1 Ave & E 16 St,Ave A & E 11 St,2022-09-02,21.7,116500.0,summer,3
1 Ave & E 16 St,Ave A & E 11 St,2022-10-31,14.4,96458.0,fall,4
1 Ave & E 16 St,Ave A & E 14 St,2022-04-16,15.7,82188.0,winter,4
1 Ave & E 16 St,Ave A & E 14 St,2022-05-28,20.4,82607.0,spring,3
1 Ave & E 16 St,Ave A & E 14 St,2022-09-03,22.8,107735.0,summer,4
1 Ave & E 16 St,Ave A & E 14 St,2022-09-15,21.8,132381.0,summer,4
1 Ave & E 16 St,Ave A & E 14 St,2022-12-01,5.7,73173.0,winter,3
1 Ave & E 16 St,Avenue C & E 18 St,2022-09-01,25.9,121537.0,summer,3
1 Ave & E 16 St,Bialystoker Pl & Delancey St,2022-06-26,27.0,106089.0,summer,3
1 Ave & E 16 St,Broadway & E 14 St,2022-01-04,-2.7,36842.0,winter,3
1 Ave & E 16 St,Broadway & E 14 St,2022-04-10,8.6,57144.0,winter,4
1 Ave & E 16 St,Broadway & E 14 St,2022-05-03,12.4,92564.0,spring,4
1 Ave & E 16 St,Broadway & E 14 St,2022-05-23,21.0,101563.0,spring,5
1 Ave & E 16 St,Broadway & E 14 St,2022-06-01,17.8,88070.0,summer,5
1 Ave & E 16 St,Broadway & E 14 St,2022-06-26,27.0,106089.0,summer,10
1 Ave & E 16 St,Broadway & E 14 St,2022-07-16,24.3,111650.0,summer,6
1 Ave & E 16 St,Broadway & E 14 St,2022-07-28,26.7,117505.0,summer,6
1 Ave & E 16 St,Broadway & E 14 St,2022-08-21,25.3,110432.0,summer,5
1 Ave & E 16 St,Broadway & E 14 St,2022-09-07,20.8,112912.0,summer,5
1 Ave & E 16 St,Broadway & E 14 St,2022-09-14,22.9,135072.0,summer,6
1 Ave & E 16 St,Broadway & E 14 St,2022-10-21,13.4,108664.0,fall,4
1 Ave & E 16 St,Broadway & E 14 St,2022-12-01,5.7,73173.0,winter,4
1 Ave & E 16 St,Broadway & E 19 St,2022-06-24,21.9,124257.0,summer,4
1 Ave & E 16 St,Broadway & E 19 St,2022-09-22,21.8,102216.0,summer,3
1 Ave & E 16 St,Broadway & E 19 St,2022-09-27,19.7,116586.0,summer,5
1 Ave & E 16 St,Broadway & E 19 St,2022-10-06,17.6,123901.0,fall,4
1 Ave & E 16 St,Broadway & E 19 St,2022-10-12,17.9,118695.0,fall,4
1 Ave & E 16 St,Broadway & E 19 St,2022-11-07,21.3,107226.0,fall,4
1 Ave & E 16 St,Broadway & E 19 St,2022-11-11,16.4,54871.0,fall,5
1 Ave & E 16 St,Broadway & E 21 St,2022-06-03,19.5,120876.0,summer,6
1 Ave & E 16 St,Broadway & E 21 St,2022-06-12,20.5,90287.0,summer,3
1 Ave & E 16 St,Broadway & E 21 St,2022-08-20,27.9,128688.0,summer,3
1 Ave & E 16 St,Broadway & E 21 St,2022-09-30,14.5,115282.0,summer,3
1 Ave & E 16 St,Broadway & W 25 St,2022-07-24,31.1,99639.0,summer,3
1 Ave & E 16 St,Broadway & W 25 St,2022-12-04,7.0,62606.0,winter,3
1 Ave & E 16 St,Broadway & W 29 St,2022-03-21,10.4,73209.0,winter,3
1 Ave & E 16 St,Broadway & W 29 St,2022-09-03,22.8,107735.0,summer,3
1 Ave & E 16 St,Carmine St & 6 Ave,2022-07-23,30.3,107728.0,summer,3
1 Ave & E 16 St,Clinton St & Grand St,2022-05-20,15.4,85189.0,spring,3
1 Ave & E 16 St,Clinton St & Grand St,2022-10-06,17.6,123901.0,fall,3
1 Ave & E 16 St,E 1 St & 1 Ave,2022-05-11,16.1,107079.0,spring,4
1 Ave & E 16 St,E 10 St & 2 Ave,2022-09-21,22.0,133613.0,summer,3
1 Ave & E 16 St,E 10 St & 2 Ave,2022-09-28,17.2,123677.0,summer,3
1 Ave & E 16 St,E 10 St & 2 Ave,2022-09-30,14.5,115282.0,summer,3
1 Ave & E 16 St,E 10 St & Avenue A,2022-08-02,26.4,120945.0,summer,4
1 Ave & E 16 St,E 10 St & Avenue A,2022-09-12,22.4,115155.0,summer,5
1 Ave & E 16 St,E 10 St & Avenue A,2022-12-19,1.7,54328.0,winter,3
1 Ave & E 16 St,E 11 St & 3 Ave,2022-06-06,22.2,110255.0,summer,3
1 Ave & E 16 St,E 11 St & 3 Ave,2022-07-21,29.8,109101.0,summer,3
1 Ave & E 16 St,E 11 St & Avenue B,2022-12-01,5.7,73173.0,winter,3
1 Ave & E 16 St,E 12 St & Ave C,2022-02-17,11.6,67432.0,winter,4
1 Ave & E 16 St,E 13 St & 2 Ave,2022-02-15,-4.7,40550.0,winter,4
1 Ave & E 16 St,E 13 St & 2 Ave,2022-02-21,4.1,52366.0,winter,3
1 Ave & E 16 St,E 13 St & 2 Ave,2022-03-27,5.9,45625.0,winter,3
1 Ave & E 16 St,E 13 St & 2 Ave,2022-04-13,15.4,98764.0,winter,4
1 Ave & E 16 St,E 13 St & 2 Ave,2022-06-23,19.2,117321.0,summer,4
1 Ave & E 16 St,E 13 St & 2 Ave,2022-07-29,28.2,114611.0,summer,5
1 Ave & E 16 St,E 13 St & 2 Ave,2022-08-15,24.3,111846.0,summer,5
1 Ave & E 16 St,E 13 St & 2 Ave,2022-09-26,19.4,105459.0,summer,3
1 Ave & E 16 St,E 13 St & 2 Ave,2022-10-20,11.1,104413.0,fall,3
1 Ave & E 16 St,E 13 St & Avenue A,2022-01-13,4.0,50572.0,winter,3
1 Ave & E 16 St,E 14 St & 1 Ave,2022-11-28,12.2,73068.0,fall,3
1 Ave & E 16 St,E 14 St & Avenue B,2022-02-01,-1.7,29338.0,winter,4
1 Ave & E 16 St,E 14 St & Avenue B,2022-02-28,0.8,45636.0,winter,4
1 Ave & E 16 St,E 14 St & Avenue B,2022-07-20,31.3,117760.0,summer,10
1 Ave & E 16 St,E 14 St & Avenue B,2022-09-02,21.7,116500.0,summer,3
1 Ave & E 16 St,E 14 St & Avenue B,2022-09-15,21.8,132381.0,summer,4
1 Ave & E 16 St,E 14 St & Avenue B,2022-12-06,9.3,52639.0,winter,3
